58-10-31; 581031; Hon Hai Precision IND.CO.,LTD; No. 66 Chung Shan Road TU-Cheng Industrial district TAIPEI TAIWAN; 33859; CN
54-BF-64; 54BF64; Dell Inc.; One Dell Way; 78682; US
CC-C5-E5; CCC5E5; Dell Inc.; One Dell Way; 78682; US
4C-D9-8F; 4CD98F; Dell Inc.; One Dell Way; 78682; US
DC-F4-01; DCF401; Dell Inc.; One Dell Way; 78682; US
6C-2B-59; 6C2B59; Dell Inc.; One Dell Way; 78682; US
C8-F7-50; C8F750; Dell Inc.; One Dell Way; 78682; US
48-5A-0D; 485A0D; Juniper Networks; 1133 Innovation Way; 94089; US
D0-8E-79; D08E79; Dell Inc.; One Dell Way; 78682; US
B4-45-06; B44506; Dell Inc.; One Dell Way; 78682; US
04-BF-1B; 04BF1B; Dell Inc.; One Dell Way; 78682; US
F8-0D-A9; F80DA9; Zyxel Communications Corporation; No. 6 Innovation Road II, Science Park; 300; TW
98-E7-43; 98E743; Dell Inc.; One Dell Way; 78682; US
18-5A-58; 185A58; Dell Inc.; One Dell Way; 78682; US
E0-D8-48; E0D848; Dell Inc.; One Dell Way; 78682; US
AC-91-9B; AC919B; Wistron Neweb Corporation; No.20,Park Avenue II,Hsinchu Science Park; 308; TW
E0-3C-1C; E03C1C; IEEE Registration Authority; 445 Hoes Lane; 08554; US
00-09-93; 000993; Visteon Corporation; 16630 Southfield Road; 48101; US
EC-41-CA; EC41CA; Shenzhen TecAnswer Technology co.,ltd; 1004 yuemeite Building,No.1 gaoxin South 7th Road,Gaoxin District,Yuehai Street,Nanshan District,Shenzhen; 518063; CN
14-84-77; 148477; New H3C Technologies Co., Ltd; 466 Changhe Road, Binjiang District; 310052; CN
14-96-2D; 14962D; New H3C Technologies Co., Ltd; 466 Changhe Road, Binjiang District; 310052; CN
C4-A6-4E; C4A64E; Quectel Wireless Solutions Co.,Ltd.; 7th Floor, Hongye Building, No.1801 Hongmei Road, Xuhui District; 200233; CN
D8-58-C6; D858C6; Katch Asset Tracking Pty Limited; 98 Riley St; 2010; AU
2C-C6-A0; 2CC6A0; Lumacron Technology Ltd.; 4 Pitreavie Court, Pitreavie Business Park; 8UU; GB
70-66-B9; 7066B9; Huawei Device Co., Ltd.; No.2 of Xincheng Road, Songshan Lake Zone; 523808; CN
C4-A1-AE; C4A1AE; Huawei Device Co., Ltd.; No.2 of Xincheng Road, Songshan Lake Zone; 523808; CN
48-6F-33; 486F33; KYUNGWOO.SYSTEM, INC.; 68, Digital-ro 9-gil, Geumcheon-gu, Seoul, Republic of Korea; 08512; KR
